14528, 93, 0, 0, 0, 36, 27, 9, 9, 0, 0, 0, 0, 0, 0, 0, 9, 45, 2, 9, 0, 0, 0, 280
183, 80987, 1289, 0, 0, 0, 63, 36, 36, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0
0, 1540, 217446, 2748, 18, 36, 44, 37, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 3168, 757738, 14419, 18, 36, 45, 27, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 14991, 7983355, 162992, 54, 36, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 163627, 39770025, 498626, 36, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 9, 499056, 63056874, 483737, 27, 0, 18, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 36, 483709, 44833092, 251505, 0, 9, 0, 0, 0, 0, 9, 0, 0, 0, 9, 0, 0, 0, 0
0, 0, 0, 0, 0, 39, 71, 251104, 20341451, 117051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 9, 9, 36, 69, 116576, 8747414, 50033, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0
0, 0, 0, 0, 0, 17, 68, 43, 9, 49703, 4729197, 32486, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 18, 27, 30, 9, 0, 32268, 3573000, 28456, 0, 0, 18, 9, 9, 18, 9, 9, 0, 0, 0
0, 0, 0, 0, 9, 9, 9, 31, 18, 0, 9, 28411, 3046843, 24001, 0, 0, 0, 18, 36, 9, 0, 0, 0, 0
0, 0, 0, 0, 9, 0, 9, 9, 9, 0, 0, 0, 24101, 3170525, 28833, 0, 0, 18, 63, 26, 9, 0, 0, 0
0, 0, 0, 0, 0, 9, 9, 9, 9, 0, 0, 0, 0, 29090, 3895360, 40812, 11, 23, 58, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 41175, 7381841, 93728, 22, 54, 27, 18, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 94186, 19481367, 244955, 18, 52, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245342, 46785442, 517780, 74, 9, 0, 0, 0
0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 9, 0, 0, 0, 9, 517863, 65751651, 520925, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18, 72, 520539, 40770401, 161221, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 39, 27, 160581, 8105787, 14426, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 18, 51, 45, 27, 13850, 652262, 3122, 0
0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 36, 9, 63, 22, 0, 2712, 181291, 1128
353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 40, 57, 50, 0, 0, 883, 79253
